№;Индекс MP;Бренд MP;Цена, СУ;Валюта, ID;Таможенный код;Поставщик, MP SUPPL_ID;Наша фирма, MP OURCOMPANY_ID;Курс к ГРН;Склад ID;Ячейка ID;Кол-во
Перенос остатков #1;T1212053;TOKO;1,382;1;5911909090;12;2;28,10;1;1;283
Перенос остатков #1;T1212054;TOKO;1,508;1;8421310000;12;2;28,10;1;1;208
Перенос остатков #1;T1213020;TOKO;1,404;1;8421310000;12;2;28,10;1;1;88
Перенос остатков #1;T1213035;TOKO;1,491;1;8421310000;12;2;28,10;1;1;349
Перенос остатков #1;T1213041;TOKO;1,579;1;8421310000;12;2;28,10;1;1;115
Перенос остатков #1;T1213046;TOKO;1,872;1;8421310000;12;2;28,10;1;1;18
Перенос остатков #1;T1213052;TOKO;2,399;1;8421310000;12;2;28,10;1;1;192
Перенос остатков #1;T1213055;TOKO;1,341;1;8421310000;12;2;28,10;1;1;75
Перенос остатков #1;T1213059;TOKO;1,936;1;8421310000;12;2;28,10;1;1;108
Перенос остатков #1;T1213060;TOKO;1,464;1;8421310000;12;2;28,10;1;1;170
Перенос остатков #1;T1213060;TOKO;1,464;1;8421310000;12;2;28,10;1;1;1984
Перенос остатков #1;T1213071;TOKO;1,504;1;5911909090;12;2;28,10;1;1;199
Перенос остатков #1;T1214008;TOKO;1,242;1;8421310000;12;2;28,10;1;1;542
Перенос остатков #1;T1214029;TOKO;1,222;1;8421310000;12;2;28,10;1;1;349
Перенос остатков #1;T1214056;TOKO;1,383;1;8421310000;12;2;28,10;1;1;154
Перенос остатков #1;T1214066;TOKO;1,175;1;8421310000;12;2;28,10;1;1;300
Перенос остатков #1;T1214073;TOKO;2,070;1;8421310000;12;2;28,10;1;1;158
Перенос остатков #1;T1215051;TOKO;1,594;1;8421310000;12;2;28,10;1;1;87
Перенос остатков #1;T1215059;TOKO;1,748;1;8421310000;12;2;28,10;1;1;70
Перенос остатков #1;T1215070;TOKO;1,930;1;8421310000;12;2;28,10;1;1;588
Перенос остатков #1;T1215082;TOKO;1,595;1;5911909090;12;2;28,10;1;1;35
Перенос остатков #1;T1215091;TOKO;1,392;1;5911909090;12;2;28,10;1;1;470
Перенос остатков #1;T1215097;TOKO;1,961;1;8421310000;12;2;28,10;1;1;207
Перенос остатков #1;T1215103;TOKO;1,330;1;5911909090;12;2;28,10;1;1;20
Перенос остатков #1;T1215104;TOKO;1,530;1;5911909090;12;2;28,10;1;1;131
Перенос остатков #1;T1215106;TOKO;1,530;1;5911909090;12;2;28,10;1;1;21
Перенос остатков #1;T1215108;TOKO;1,192;1;5911909090;12;2;28,10;1;1;255
Перенос остатков #1;T1216016;TOKO;1,416;1;8421310000;12;2;28,10;1;1;528
Перенос остатков #1;T1217045;TOKO;1,771;1;8421310000;12;2;28,10;1;1;114
Перенос остатков #1;T1234008;TOKO;1,676;1;8421310000;12;2;28,10;1;1;115
Перенос остатков #1;T1236001;TOKO;1,858;1;8421310000;12;2;28,10;1;1;175
Перенос остатков #1;T1242009;TOKO;1,888;1;8421310000;12;2;28,10;1;1;187
Перенос остатков #1;T1242070;TOKO;2,313;1;8421310000;12;2;28,10;1;1;256
Перенос остатков #1;T1243060;TOKO;2,312;1;8421310000;12;2;28,10;1;1;173
Перенос остатков #1;T1246000;TOKO;1,900;1;8421310000;12;2;28,10;1;1;140
Перенос остатков #1;T1246029;TOKO;1,261;1;8421310000;12;2;28,10;1;1;135
Перенос остатков #1;T1246064;TOKO;1,875;1;8421310000;12;2;28,10;1;1;234
Перенос остатков #1;T1246065;TOKO;1,646;1;8421310000;12;2;28,10;1;1;235
Перенос остатков #1;T1252017;TOKO;1,706;1;8421310000;12;2;28,10;1;1;136
Перенос остатков #1;T1252019;TOKO;1,560;1;8421310000;12;2;28,10;1;1;175
Перенос остатков #1;T1252023;TOKO;1,890;1;8421310000;12;2;28,10;1;1;117
Перенос остатков #1;T1252025;TOKO;1,521;1;8421310000;12;2;28,10;1;1;188
Перенос остатков #1;T1252030;TOKO;1,522;1;8421310000;12;2;28,10;1;1;118
Перенос остатков #1;T1252047;TOKO;1,839;1;8421310000;12;2;28,10;1;1;214
Перенос остатков #1;T1252052;TOKO;2,275;1;8421310000;12;2;28,10;1;1;362
Перенос остатков #1;T1252058;TOKO;1,896;1;8421310000;12;2;28,10;1;1;88
Перенос остатков #1;T1277001;TOKO;1,256;1;5911909090;12;2;28,10;1;1;150
Перенос остатков #1;T1315006;TOKO;11,632;1;8421230090;12;2;28,10;1;1;14
Перенос остатков #1;T1403008C;TOKO;2,436;1;8421392000;12;2;28,10;1;1;120
Перенос остатков #1;T1404009C;TOKO;1,817;1;8421392000;12;2;28,10;1;1;237
Перенос остатков #1;T1411004C;TOKO;2,474;1;5911909090;12;2;28,10;1;1;86
Перенос остатков #1;T1411007;TOKO;1,535;1;8421392000;12;2;28,10;1;1;190
Перенос остатков #1;T1413004C;TOKO;3,157;1;8421392000;12;2;28,10;1;1;499
Перенос остатков #1;T1413006C;TOKO;3,097;1;8421392000;12;2;28,10;1;1;1274
Перенос остатков #1;T1416003;TOKO;1,233;1;8421392000;12;2;28,10;1;1;107
Перенос остатков #1;T1416015C;TOKO;2,586;1;8421392000;12;2;28,10;1;1;237
Перенос остатков #1;T1450000;TOKO;1,598;1;5911909090;12;2;28,10;1;1;205
Перенос остатков #1;T1452003C;TOKO;2,005;1;5911909090;12;2;28,10;1;1;53
Перенос остатков #1;T2102007;TOKO;3,634;1;8708309198;12;2;28,10;1;1;1680
Перенос остатков #1;T2102013;TOKO;4,538;1;8708309198;12;2;28,10;1;1;137
Перенос остатков #1;T2112026;TOKO;4,547;1;8708309198;12;2;28,10;1;1;18
Перенос остатков #1;T2112036;TOKO;4,332;1;8708309198;12;2;28,10;1;1;18
Перенос остатков #1;T2113031;TOKO;5,770;1;8708309198;12;2;28,10;1;1;71
Перенос остатков #1;T2113036;TOKO;5,194;1;8708309198;12;2;28,10;1;1;16
Перенос остатков #1;T2114044;TOKO;5,628;1;8708309198;12;2;28,10;1;1;37
Перенос остатков #1;T2115086;TOKO;4,328;1;8708309198;12;2;28,10;1;1;106
Перенос остатков #1;T2115101;TOKO;5,515;1;8708309198;12;2;28,10;1;1;8
Перенос остатков #1;T2152031;TOKO;6,278;1;8708309198;12;2;28,10;1;1;7
Перенос остатков #1;T2152045;TOKO;10,005;1;8708309198;12;2;28,10;1;1;47
Перенос остатков #1;T2202015;TOKO;3,488;1;8708309198;12;2;28,10;1;1;149
Перенос остатков #1;T2212007;TOKO;3,006;1;8708309198;12;2;28,10;1;1;15
Перенос остатков #1;T2214030;TOKO;3,954;1;8708309198;12;2;28,10;1;1;17
Перенос остатков #1;T2218001;TOKO;3,886;1;8708309198;12;2;28,10;1;1;49
Перенос остатков #1;T2302002 FS;5277;7,858;1;8708309198;12;2;28,10;1;1;430
Перенос остатков #1;T2303017;TOKO;13,630;1;8708309198;12;2;28,10;1;1;39
Перенос остатков #1;T2311048;TOKO;11,997;1;8708309198;12;2;28,10;1;1;38
Перенос остатков #1;T2311065;TOKO;18,738;1;8708309198;12;2;28,10;1;1;38
Перенос остатков #1;T2312042;TOKO;6,696;1;8708309198;12;2;28,10;1;1;37
Перенос остатков #1;T2314072;TOKO;7,738;1;8708309198;12;2;28,10;1;1;44
Перенос остатков #1;T2315143;TOKO;16,560;1;8708309198;12;2;28,10;1;1;50
Перенос остатков #1;T2315156;TOKO;11,424;1;8708309198;12;2;28,10;1;1;65
Перенос остатков #1;T2315208;TOKO;19,812;1;8708309198;12;2;28,10;1;1;40
Перенос остатков #1;T2315210;TOKO;12,379;1;8708309198;12;2;28,10;1;1;36
Перенос остатков #1;T2316013;TOKO;11,829;1;8708309198;12;2;28,10;1;1;40
Перенос остатков #1;T2402004;TOKO;8,315;1;8708309198;12;2;28,10;1;1;66
Перенос остатков #1;T2403044;TOKO;7,506;1;8708309198;12;2;28,10;1;1;30
Перенос остатков #1;T2404011;TOKO;7,557;1;8708309198;12;2;28,10;1;1;52
Перенос остатков #1;T2411054;TOKO;6,500;1;8708309198;12;2;28,10;1;1;36
Перенос остатков #1;T2411055;TOKO;13,250;1;8708309198;12;2;28,10;1;1;4
Перенос остатков #1;T2412027;TOKO;8,681;1;8708309198;12;2;28,10;1;1;19
Перенос остатков #1;T2413010;TOKO;7,997;1;8708309198;12;2;28,10;1;1;27
Перенос остатков #1;T2415018;TOKO;10,372;1;8708309198;12;2;28,10;1;1;38
Перенос остатков #1;T2415078;TOKO;14,757;1;8708309198;12;2;28,10;1;1;38
Перенос остатков #1;T2416006;TOKO;9,286;1;8708309198;12;2;28,10;1;1;36
Перенос остатков #1;T2502002;TOKO;5,597;1;8708309998;12;2;28,10;1;1;876
Перенос остатков #1;T3002001;TOKO;6,969;1;7320208190;12;2;28,10;1;1;1176
Перенос остатков #2;T1411007AC;TOKO;1,980;1;5911909090;12;2;28,10;2;3;1
Перенос остатков #3;T1112051;TOKO;0,824;1;8421230090;12;2;28,10;3;2;10
Перенос остатков #3;T1113005;TOKO;2,169;1;8421230090;12;2;28,10;3;2;26
Перенос остатков #3;T1114014;TOKO;1,691;1;8421230090;12;2;28,10;3;2;9
Перенос остатков #3;T1114050;TOKO;1,467;1;8421230090;12;2;28,10;3;2;3
Перенос остатков #3;T1115019;TOKO;1,020;1;8421230090;12;2;28,10;3;2;7
Перенос остатков #3;T1146018;TOKO;1,245;1;8421230090;12;2;28,10;3;2;5
Перенос остатков #3;T1152013;TOKO;1,055;1;8421230090;12;2;28,10;3;2;14
Перенос остатков #3;T1152019;TOKO;1,202;1;8421230090;12;2;28,10;3;2;25
Перенос остатков #3;T1152029;TOKO;1,980;1;8421230090;12;2;28,10;3;2;6
Перенос остатков #3;T1202003;TOKO;0,974;1;8421310000;12;2;28,10;3;2;170
Перенос остатков #3;T1202014;TOKO;1,382;1;8421310000;12;2;28,10;3;2;7
Перенос остатков #3;T1202016;TOKO;1,337;1;8421310000;12;2;28,10;3;2;9
Перенос остатков #3;T1202030;TOKO;1,504;1;8421310000;12;2;28,10;3;2;3
Перенос остатков #3;T1203012;TOKO;2,154;1;8421310000;12;2;28,10;3;2;4
Перенос остатков #3;T1203013;TOKO;1,651;1;8421310000;12;2;28,10;3;2;3
Перенос остатков #3;T1203028;TOKO;1,404;1;8421310000;12;2;28,10;3;2;4
Перенос остатков #3;T1203049;TOKO;1,784;1;8421310000;12;2;28,10;3;2;29
Перенос остатков #3;T1204018;TOKO;1,349;1;8421310000;12;2;28,10;3;2;5
Перенос остатков #3;T1204024;TOKO;1,239;1;8421310000;12;2;28,10;3;2;6
Перенос остатков #3;T1204025;TOKO;1,283;1;8421310000;12;2;28,10;3;2;4
Перенос остатков #3;T1204032;TOKO;1,343;1;8421310000;12;2;28,10;3;2;8
Перенос остатков #3;T1204039;TOKO;1,476;1;8421310000;12;2;28,10;3;2;8
Перенос остатков #3;T1211048;TOKO;1,850;1;8421310000;12;2;28,10;3;2;4
Перенос остатков #3;T1211053;TOKO;1,494;1;8421310000;12;2;28,10;3;2;6
Перенос остатков #3;T1211058;TOKO;1,468;1;8421310000;12;2;28,10;3;2;11
Перенос остатков #3;T1211068;TOKO;1,513;1;8421310000;12;2;28,10;3;2;3
Перенос остатков #3;T1211080;TOKO;1,775;1;8421310000;12;2;28,10;3;2;4
Перенос остатков #3;T1211083;TOKO;1,598;1;8421310000;12;2;28,10;3;2;19
Перенос остатков #3;T1211103;TOKO;1,633;1;8421310000;12;2;28,10;3;2;4
Перенос остатков #3;T1212045;TOKO;1,591;1;8421310000;12;2;28,10;3;2;2
Перенос остатков #3;T1212047;TOKO;1,491;1;8421310000;12;2;28,10;3;2;19
Перенос остатков #3;T1212053;TOKO;1,382;1;5911909090;12;2;28,10;3;2;10
Перенос остатков #3;T1212054;TOKO;1,508;1;8421310000;12;2;28,10;3;2;8
Перенос остатков #3;T1213020;TOKO;1,404;1;8421310000;12;2;28,10;3;2;8
Перенос остатков #3;T1213035;TOKO;1,491;1;8421310000;12;2;28,10;3;2;8
Перенос остатков #3;T1213041;TOKO;1,579;1;8421310000;12;2;28,10;3;2;2
Перенос остатков #3;T1213046;TOKO;1,872;1;8421310000;12;2;28,10;3;2;10
Перенос остатков #3;T1213052;TOKO;2,399;1;8421310000;12;2;28,10;3;2;4
Перенос остатков #3;T1213055;TOKO;1,341;1;8421310000;12;2;28,10;3;2;4
Перенос остатков #3;T1213059;TOKO;1,936;1;8421310000;12;2;28,10;3;2;9
Перенос остатков #3;T1213060;TOKO;1,464;1;8421310000;12;2;28,10;3;2;22
Перенос остатков #3;T1213071;TOKO;1,504;1;5911909090;12;2;28,10;3;2;4
Перенос остатков #3;T1214008;TOKO;1,242;1;8421310000;12;2;28,10;3;2;34
Перенос остатков #3;T1214029;TOKO;1,222;1;8421310000;12;2;28,10;3;2;10
Перенос остатков #3;T1214056;TOKO;1,383;1;8421310000;12;2;28,10;3;2;3
Перенос остатков #3;T1214066;TOKO;1,175;1;8421310000;12;2;28,10;3;2;7
Перенос остатков #3;T1214071;TOKO;1,476;1;8421310000;12;2;28,10;3;2;13
Перенос остатков #3;T1214073;TOKO;2,070;1;8421310000;12;2;28,10;3;2;2
Перенос остатков #3;T1215051;TOKO;1,594;1;8421310000;12;2;28,10;3;2;2
Перенос остатков #3;T1215059;TOKO;1,748;1;8421310000;12;2;28,10;3;2;4
Перенос остатков #3;T1215070;TOKO;1,930;1;8421310000;12;2;28,10;3;2;9
Перенос остатков #3;T1215072;TOKO;1,286;1;5911909090;12;2;28,10;3;2;23
Перенос остатков #3;T1215082;TOKO;1,595;1;5911909090;12;2;28,10;3;2;4
Перенос остатков #3;T1215091;TOKO;1,392;1;5911909090;12;2;28,10;3;2;15
Перенос остатков #3;T1215097;TOKO;1,961;1;8421310000;12;2;28,10;3;2;9
Перенос остатков #3;T1215103;TOKO;1,330;1;5911909090;12;2;28,10;3;2;26
Перенос остатков #3;T1215103;TOKO;1,330;1;5911909090;12;2;28,10;3;2;1
Перенос остатков #3;T1215104;TOKO;1,530;1;5911909090;12;2;28,10;3;2;26
Перенос остатков #3;T1215106;TOKO;1,530;1;5911909090;12;2;28,10;3;2;5
Перенос остатков #3;T1215108;TOKO;1,192;1;5911909090;12;2;28,10;3;2;14
Перенос остатков #3;T1215131;TOKO;2,470;1;8421310000;12;2;28,10;3;2;2
Перенос остатков #3;T1215134;TOKO;1,525;1;8421310000;12;2;28,10;3;2;4
Перенос остатков #3;T1216016;TOKO;1,416;1;8421310000;12;2;28,10;3;2;14
Перенос остатков #3;T1217045;TOKO;1,771;1;8421310000;12;2;28,10;3;2;4
Перенос остатков #3;T1234008;TOKO;1,676;1;8421310000;12;2;28,10;3;2;5
Перенос остатков #3;T1236001;TOKO;1,858;1;8421310000;12;2;28,10;3;2;5
Перенос остатков #3;T1242009;TOKO;1,888;1;8421310000;12;2;28,10;3;2;5
Перенос остатков #3;T1242070;TOKO;2,313;1;8421310000;12;2;28,10;3;2;3
Перенос остатков #3;T1243060;TOKO;2,312;1;8421310000;12;2;28,10;3;2;2
Перенос остатков #3;T1246000;TOKO;1,900;1;8421310000;12;2;28,10;3;2;5
Перенос остатков #3;T1246029;TOKO;1,261;1;8421310000;12;2;28,10;3;2;3
Перенос остатков #3;T1246064;TOKO;1,875;1;8421310000;12;2;28,10;3;2;3
Перенос остатков #3;T1246065;TOKO;1,646;1;8421310000;12;2;28,10;3;2;4
Перенос остатков #3;T1252017;TOKO;1,706;1;8421310000;12;2;28,10;3;2;8
Перенос остатков #3;T1252019;TOKO;1,560;1;8421310000;12;2;28,10;3;2;4
Перенос остатков #3;T1252023;TOKO;1,890;1;8421310000;12;2;28,10;3;2;3
Перенос остатков #3;T1252025;TOKO;1,521;1;8421310000;12;2;28,10;3;2;6
Перенос остатков #3;T1252030;TOKO;1,522;1;8421310000;12;2;28,10;3;2;3
Перенос остатков #3;T1252042;TOKO;1,682;1;8421310000;12;2;28,10;3;2;20
Перенос остатков #3;T1252047;TOKO;1,839;1;8421310000;12;2;28,10;3;2;3
Перенос остатков #3;T1252052;TOKO;2,275;1;8421310000;12;2;28,10;3;2;6
Перенос остатков #3;T1252058;TOKO;1,896;1;8421310000;12;2;28,10;3;2;2
Перенос остатков #3;T1277001;TOKO;1,256;1;5911909090;12;2;28,10;3;2;6
Перенос остатков #3;T1303023;TOKO;3,783;1;8421230090;12;2;28,10;3;2;5
Перенос остатков #3;T1304018;TOKO;2,062;1;8421230090;12;2;28,10;3;2;4
Перенос остатков #3;T1304023;TOKO;6,732;1;8421230090;12;2;28,10;3;2;4
Перенос остатков #3;T1315006;TOKO;11,632;1;8421230090;12;2;28,10;3;2;5
Перенос остатков #3;T1335018;TOKO;3,098;1;8421230090;12;2;28,10;3;2;4
Перенос остатков #3;T1335033;TOKO;5,015;1;8421230090;12;2;28,10;3;2;4
Перенос остатков #3;T1336031;TOKO;2,735;1;8421230090;12;2;28,10;3;2;4
Перенос остатков #3;T1346035;TOKO;5,397;1;8421230090;12;2;28,10;3;2;5
Перенос остатков #3;T1346036;TOKO;1,420;1;8421230090;12;2;28,10;3;2;5
Перенос остатков #3;T1352000;TOKO;2,025;1;8421230090;12;2;28,10;3;2;4
Перенос остатков #3;T1352027;TOKO;3,164;1;8421230090;12;2;28,10;3;2;2
Перенос остатков #3;T1352028;TOKO;5,950;1;8421230090;12;2;28,10;3;2;5
Перенос остатков #3;T1352030;TOKO;5,495;1;8421230090;12;2;28,10;3;2;4
Перенос остатков #3;T1352037;TOKO;2,233;1;8421230090;12;2;28,10;3;2;4
Перенос остатков #3;T1402026;TOKO;1,156;1;5911909090;12;2;28,10;3;2;10
Перенос остатков #3;T1403008C;TOKO;2,436;1;8421392000;12;2;28,10;3;2;6
Перенос остатков #3;T1403024;TOKO;0,922;1;8421392000;12;2;28,10;3;2;10
Перенос остатков #3;T1403024C;TOKO;1,417;1;8421392000;12;2;28,10;3;2;14
Перенос остатков #3;T1404009C;TOKO;1,817;1;8421392000;12;2;28,10;3;2;3
Перенос остатков #3;T1411004C;TOKO;2,474;1;5911909090;12;2;28,10;3;2;4
Перенос остатков #3;T1411007;TOKO;1,535;1;8421392000;12;2;28,10;3;2;9
Перенос остатков #3;T1411007A;TOKO;1,406;1;5911909090;12;2;28,10;3;2;40
Перенос остатков #3;T1411007AC;TOKO;1,980;1;5911909090;12;2;28,10;3;2;37
Перенос остатков #3;T1411007C;TOKO;1,980;1;8421392000;12;2;28,10;3;2;1
Перенос остатков #3;T1413004C;TOKO;3,157;1;8421392000;12;2;28,10;3;2;64
Перенос остатков #3;T1413006C;TOKO;3,097;1;8421392000;12;2;28,10;3;2;6
Перенос остатков #3;T1413011C;TOKO;1,942;1;5911909090;12;2;28,10;3;2;16
Перенос остатков #3;T1414015C;TOKO;1,901;1;8421392000;12;2;28,10;3;2;4
Перенос остатков #3;T1414020C;TOKO;1,891;1;5911909090;12;2;28,10;3;2;3
Перенос остатков #3;T1414026C;TOKO;2,026;1;8421392000;12;2;28,10;3;2;9
Перенос остатков #3;T1414052;TOKO;2,336;1;5911909090;12;2;28,10;3;2;4
Перенос остатков #3;T1415008;TOKO;0,919;1;5911909090;12;2;28,10;3;2;1
Перенос остатков #3;T1415008;TOKO;0,919;1;5911909090;12;2;28,10;3;2;3
Перенос остатков #3;T1415008C;TOKO;1,501;1;8421392000;12;2;28,10;3;2;14
Перенос остатков #3;T1415013;TOKO;1,018;1;8421392000;12;2;28,10;3;2;53
Перенос остатков #3;T1415013C;TOKO;2,106;1;5911909090;12;2;28,10;3;2;114
Перенос остатков #3;T1415015;TOKO;1,376;1;5911909090;12;2;28,10;3;2;8
Перенос остатков #3;T1416003;TOKO;1,233;1;8421392000;12;2;28,10;3;2;10
Перенос остатков #3;T1416015C;TOKO;2,586;1;8421392000;12;2;28,10;3;2;2
Перенос остатков #3;T1435013C;TOKO;2,007;1;5911909090;12;2;28,10;3;2;4
Перенос остатков #3;T1435026C;TOKO;1,904;1;5911909090;12;2;28,10;3;2;3
Перенос остатков #3;T1444017C;TOKO;2,741;1;8421392000;12;2;28,10;3;2;5
Перенос остатков #3;T1446031C;TOKO;2,133;1;5911909090;12;2;28,10;3;2;4
Перенос остатков #3;T1446032C;TOKO;2,588;1;5911909090;12;2;28,10;3;2;3
Перенос остатков #3;T1450000;TOKO;1,598;1;5911909090;12;2;28,10;3;2;3
Перенос остатков #3;T1452003C;TOKO;2,005;1;5911909090;12;2;28,10;3;2;2
Перенос остатков #3;T2102003L;TOKO;5,620;1;8708309198;12;2;28,10;3;2;10
Перенос остатков #3;T2102007;TOKO;3,634;1;8708309198;12;2;28,10;3;2;32
Перенос остатков #3;T2102013;TOKO;4,538;1;8708309198;12;2;28,10;3;2;3
Перенос остатков #3;T2102013L;TOKO;5,307;1;8708309198;12;2;28,10;3;2;4
Перенос остатков #3;T2103013L;TOKO;6,091;1;8708309198;12;2;28,10;3;2;9
Перенос остатков #3;T2103016L;TOKO;6,091;1;8708309198;12;2;28,10;3;2;8
Перенос остатков #3;T2104020L;TOKO;5,313;1;8708309198;12;2;28,10;3;2;4
Перенос остатков #3;T2111032L;TOKO;6,309;1;8708309198;12;2;28,10;3;2;5
Перенос остатков #3;T2111034L;TOKO;5,390;1;8708309198;12;2;28,10;3;2;3
Перенос остатков #3;T2111046L;TOKO;6,334;1;8708309198;12;2;28,10;3;2;2
Перенос остатков #3;T2112026;TOKO;4,547;1;8708309198;12;2;28,10;3;2;2
Перенос остатков #3;T2112035L;TOKO;5,018;1;8708309198;12;2;28,10;3;2;3
Перенос остатков #3;T2112036;TOKO;4,332;1;8708309198;12;2;28,10;3;2;1
Перенос остатков #3;T2112049L;TOKO;6,437;1;8708309198;12;2;28,10;3;2;2
Перенос остатков #3;T2112052L;TOKO;5,546;1;8708309198;12;2;28,10;3;2;4
Перенос остатков #3;T2112075L;TOKO;6,717;1;8708309198;12;2;28,10;3;2;3
Перенос остатков #3;T2113031;TOKO;5,770;1;8708309198;12;2;28,10;3;2;2
Перенос остатков #3;T2113036;TOKO;5,194;1;8708309198;12;2;28,10;3;2;3
Перенос остатков #3;T2113040L;TOKO;5,514;1;8708309198;12;2;28,10;3;2;3
Перенос остатков #3;T2113041L;TOKO;5,159;1;8708309198;12;2;28,10;3;2;2
Перенос остатков #3;T2113043L;TOKO;6,349;1;8708309198;12;2;28,10;3;2;2
Перенос остатков #3;T2113044L;TOKO;5,417;1;8708309198;12;2;28,10;3;2;7
Перенос остатков #3;T2113046L;TOKO;6,115;1;8708309198;12;2;28,10;3;2;8
Перенос остатков #3;T2114044;TOKO;5,628;1;8708309198;12;2;28,10;3;2;2
Перенос остатков #3;T2114062L;TOKO;5,531;1;8708309198;12;2;28,10;3;2;4
Перенос остатков #3;T2114070L;TOKO;4,412;1;8708309198;12;2;28,10;3;2;4
Перенос остатков #3;T2114078L;TOKO;6,465;1;8708309198;12;2;28,10;3;2;2
Перенос остатков #3;T2114086L;TOKO;6,144;1;8708309198;12;2;28,10;3;2;19
Перенос остатков #3;T2114105L;TOKO;6,558;1;8708309198;12;2;28,10;3;2;4
Перенос остатков #3;T2115064L;TOKO;5,214;1;8708309198;12;2;28,10;3;2;4
Перенос остатков #3;T2115086;TOKO;4,328;1;8708309198;12;2;28,10;3;2;3
Перенос остатков #3;T2115099L;TOKO;5,743;1;8708309198;12;2;28,10;3;2;4
Перенос остатков #3;T2115101;TOKO;5,515;1;8708309198;12;2;28,10;3;2;2
Перенос остатков #3;T2115111L;TOKO;6,766;1;8708309198;12;2;28,10;3;2;6
Перенос остатков #3;T2115113L;TOKO;4,662;1;8708309198;12;2;28,10;3;2;4
Перенос остатков #3;T2115118L;TOKO;5,354;1;8708309198;12;2;28,10;3;2;1
Перенос остатков #3;T2115121L;TOKO;6,058;1;8708309198;12;2;28,10;3;2;4
Перенос остатков #3;T2115122L;TOKO;5,956;1;8708309198;12;2;28,10;3;2;10
Перенос остатков #3;T2115125L;TOKO;6,184;1;8708309198;12;2;28,10;3;2;4
Перенос остатков #3;T2115126L;TOKO;6,353;1;8708309198;12;2;28,10;3;2;2
Перенос остатков #3;T2115140L;TOKO;6,837;1;8708309198;12;2;28,10;3;2;3
Перенос остатков #3;T2115390L;TOKO;6,189;1;8708309198;12;2;28,10;3;2;3
Перенос остатков #3;T2118004L;TOKO;5,328;1;8708309198;12;2;28,10;3;2;3
Перенос остатков #3;T2118009L;TOKO;5,759;1;8708309198;12;2;28,10;3;2;3
Перенос остатков #3;T2134007L;TOKO;6,937;1;8708309198;12;2;28,10;3;2;3
Перенос остатков #3;T2134009L;TOKO;6,858;1;8708309198;12;2;28,10;3;2;4
Перенос остатков #3;T2136036L;TOKO;5,724;1;8708309198;12;2;28,10;3;2;1
Перенос остатков #3;T2142001L;TOKO;5,199;1;8708309198;12;2;28,10;3;2;2
Перенос остатков #3;T2143003L;TOKO;5,885;1;8708309198;12;2;28,10;3;2;4
Перенос остатков #3;T2143010L;TOKO;5,903;1;8708309198;12;2;28,10;3;2;4
Перенос остатков #3;T2143018L;TOKO;7,608;1;8708309198;12;2;28,10;3;2;3
Перенос остатков #3;T2143019L;TOKO;8,735;1;8708309198;12;2;28,10;3;2;9
Перенос остатков #3;T2143024L;TOKO;7,569;1;8708309198;12;2;28,10;3;2;4
Перенос остатков #3;T2143025L;TOKO;6,303;1;8708309198;12;2;28,10;3;2;6
Перенос остатков #3;T2146018L;TOKO;5,948;1;8708309198;12;2;28,10;3;2;4
Перенос остатков #3;T2146034L;TOKO;7,433;1;8708309198;12;2;28,10;3;2;3
Перенос остатков #3;T2146036L;TOKO;8,171;1;8708309198;12;2;28,10;3;2;3
Перенос остатков #3;T2146037L;TOKO;5,869;1;8708309198;12;2;28,10;3;2;2
